id,to,type,weight
obo.ICO_0000127,obo.ICO_0000088,SubClassOf,1.0
obo.ICO_0000128,obo.ICO_0000154,SubClassOf,1.0
obo.ICO_0000129,obo.ICO_0000013,SubClassOf,1.0
obo.ICO_0000131,obo.ICO_0000111,SubClassOf,1.0
obo.ICO_0000133,obo.ICO_0000154,SubClassOf,1.0
obo.ICO_0000134,obo.ICO_0000154,SubClassOf,1.0
obo.ICO_0000135,obo.ICO_0000154,SubClassOf,1.0
obo.ICO_0000136,obo.OBI_0000011,SubClassOf,1.0
obo.ICO_0000137,obo.OBI_0000011,SubClassOf,1.0
obo.ICO_0000138,obo.ICO_0000001,SubClassOf,1.0
obo.ICO_0000139,obo.ICO_0000138,SubClassOf,1.0
obo.ICO_0000140,obo.OBI_0001000,SubClassOf,1.0
obo.ICO_0000141,obo.IAO_0000300,SubClassOf,1.0
obo.ICO_0000142,obo.OBI_0000011,SubClassOf,1.0
obo.ICO_0000143,obo.ICO_0000155,SubClassOf,1.0
obo.ICO_0000144,obo.BFO_0000023,SubClassOf,1.0
obo.ICO_0000145,obo.ICO_0000155,SubClassOf,1.0
obo.ICO_0000146,obo.BFO_0000023,SubClassOf,1.0
obo.ICO_0000147,obo.ICO_0000146,SubClassOf,1.0
obo.ICO_0000148,obo.ICO_0000146,SubClassOf,1.0
obo.ICO_0000149,obo.ICO_0000155,SubClassOf,1.0
obo.ICO_0000150,obo.OBI_0000011,SubClassOf,1.0
obo.ICO_0000151,obo.BFO_0000023,SubClassOf,1.0
obo.ICO_0000152,obo.NCBITaxon_9606,SubClassOf,1.0
obo.ICO_0000153,obo.ICO_0000149,SubClassOf,1.0
obo.ICO_0000154,obo.OBI_0000011,SubClassOf,1.0
obo.ICO_0000155,obo.OBI_0000011,SubClassOf,1.0
obo.ICO_0000156,obo.ICO_0000155,SubClassOf,1.0
obo.ICO_0000157,obo.ICO_0000155,SubClassOf,1.0
obo.ICO_0000158,obo.OBI_0000011,SubClassOf,1.0
obo.ICO_0000159,obo.ICO_0000155,SubClassOf,1.0
obo.ICO_0000160,obo.ICO_0000155,SubClassOf,1.0
obo.ICO_0000161,obo.ICO_0000155,SubClassOf,1.0
obo.ICO_0000162,obo.ICO_0000161,SubClassOf,1.0
obo.ICO_0000163,obo.ICO_0000161,SubClassOf,1.0
obo.ICO_0000164,obo.ICO_0000108,SubClassOf,1.0
obo.ICO_0000165,obo.ICO_0000108,SubClassOf,1.0
obo.ICO_0000166,obo.BFO_0000023,SubClassOf,1.0
obo.ICO_0000167,obo.ICO_0000176,SubClassOf,1.0
obo.ICO_0000168,obo.IAO_0021005,SubClassOf,1.0
obo.ICO_0000169,obo.BFO_0000023,SubClassOf,1.0
obo.ICO_0000170,obo.OBI_0001000,SubClassOf,1.0
obo.ICO_0000171,obo.IAO_0000300,SubClassOf,1.0
obo.ICO_0000172,obo.ICO_0000171,SubClassOf,1.0
obo.ICO_0000173,obo.ICO_0000171,SubClassOf,1.0
obo.ICO_0000174,obo.OBI_0000011,SubClassOf,1.0
obo.ICO_0000175,obo.OBI_0000011,SubClassOf,1.0
obo.ICO_0000176,obo.ICO_0000166,SubClassOf,1.0
obo.ICO_0000177,obo.ICO_0000155,SubClassOf,1.0
obo.ICO_0000178,obo.ICO_0000155,SubClassOf,1.0
obo.ICO_0000179,obo.ICO_0000155,SubClassOf,1.0
obo.ICO_0000180,obo.ICO_0000179,SubClassOf,1.0
obo.ICO_0000181,obo.ICO_0000155,SubClassOf,1.0
obo.ICO_0000182,obo.ICO_0000181,SubClassOf,1.0
obo.NCBITaxon_10239,obo.OBI_0100026,SubClassOf,1.0
obo.NCBITaxon_117571,obo.NCBITaxon_7742,SubClassOf,1.0
obo.NCBITaxon_2,obo.OBI_0100026,SubClassOf,1.0
obo.NCBITaxon_2157,obo.OBI_0100026,SubClassOf,1.0
obo.NCBITaxon_2759,obo.OBI_0100026,SubClassOf,1.0
obo.NCBITaxon_314146,obo.NCBITaxon_40674,SubClassOf,1.0
obo.NCBITaxon_32523,obo.NCBITaxon_117571,SubClassOf,1.0
obo.NCBITaxon_32524,obo.NCBITaxon_32523,SubClassOf,1.0
obo.NCBITaxon_33154,obo.NCBITaxon_2759,SubClassOf,1.0
obo.NCBITaxon_33213,obo.NCBITaxon_33154,SubClassOf,1.0
obo.NCBITaxon_40674,obo.NCBITaxon_32524,SubClassOf,1.0
obo.NCBITaxon_7742,obo.NCBITaxon_33213,SubClassOf,1.0
obo.NCBITaxon_9606,obo.NCBITaxon_314146,SubClassOf,1.0
obo.OAE_0000001,obo.OGMS_0000060,SubClassOf,1.0
obo.OBI_0000011,obo.BFO_0000015,SubClassOf,1.0
obo.OBI_0000047,obo.BFO_0000040,SubClassOf,1.0
obo.OBI_0000066,obo.OBI_0000011,SubClassOf,1.0
obo.OBI_0000079,obo.OBI_0000047,SubClassOf,1.0
obo.OBI_0000086,obo.BFO_0000023,SubClassOf,1.0
obo.OBI_0000094,obo.OBI_0000011,SubClassOf,1.0
obo.OBI_0000097,obo.BFO_0000023,SubClassOf,1.0
obo.OBI_0000112,obo.BFO_0000023,SubClassOf,1.0
obo.OBI_0000151,obo.OBI_0000932,SubClassOf,1.0
obo.OBI_0000181,obo.BFO_0000040,SubClassOf,1.0
obo.OBI_0000202,obo.BFO_0000023,SubClassOf,1.0
obo.OBI_0000245,obo.BFO_0000040,SubClassOf,1.0
obo.OBI_0000257,obo.OBI_0666667,SubClassOf,1.0
obo.OBI_0000272,obo.IAO_0000104,SubClassOf,1.0
obo.OBI_0000274,obo.OBI_0000652,SubClassOf,1.0
obo.OBI_0000319,obo.BFO_0000023,SubClassOf,1.0
obo.OBI_0000338,obo.OBI_0000011,SubClassOf,1.0
obo.OBI_0000339,obo.BFO_0000015,SubClassOf,1.0
obo.OBI_0000341,obo.OBI_0000094,SubClassOf,1.0
obo.OBI_0000370,obo.BFO_0000034,SubClassOf,1.0
obo.OBI_0000372,obo.BFO_0000034,SubClassOf,1.0
obo.OBI_0000378,obo.OBI_0000372,SubClassOf,1.0
obo.OBI_0000379,obo.BFO_0000034,SubClassOf,1.0
obo.OBI_0000423,obo.OBI_0000047,SubClassOf,1.0
obo.OBI_0000434,obo.OBI_0000686,SubClassOf,1.0
obo.OBI_0000444,obo.BFO_0000023,SubClassOf,1.0
obo.OBI_0000453,obo.BFO_0000034,SubClassOf,1.0
obo.OBI_0000456,obo.IAO_0000005,SubClassOf,1.0
obo.OBI_0000471,obo.OBI_0000011,SubClassOf,1.0
obo.OBI_0000639,obo.OBI_0000456,SubClassOf,1.0
obo.OBI_0000651,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0000652,obo.OBI_0000094,SubClassOf,1.0
obo.OBI_0000655,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0000659,obo.OBI_0000011,SubClassOf,1.0
obo.OBI_0000671,obo.OBI_0000747,SubClassOf,1.0
obo.OBI_0000678,obo.OBI_0000639,SubClassOf,1.0
obo.OBI_0000680,obo.OBI_0100051,SubClassOf,1.0
obo.OBI_0000681,obo.OBI_0000639,SubClassOf,1.0
obo.OBI_0000684,obo.IAO_0000005,SubClassOf,1.0
obo.OBI_0000686,obo.OBI_0000456,SubClassOf,1.0
obo.OBI_0000740,obo.OBI_0000112,SubClassOf,1.0
obo.OBI_0000747,obo.OBI_0100051,SubClassOf,1.0
obo.OBI_0000806,obo.IAO_0000005,SubClassOf,1.0
obo.OBI_0000810,obo.OBI_0000011,SubClassOf,1.0
obo.OBI_0000832,obo.OBI_0000968,SubClassOf,1.0
obo.OBI_0000834,obo.OBI_0001051,SubClassOf,1.0
obo.OBI_0000838,obo.OBI_0000011,SubClassOf,1.0
obo.OBI_0000848,obo.OBI_0666666,SubClassOf,1.0
obo.OBI_0000849,obo.OBI_0666666,SubClassOf,1.0
obo.OBI_0000855,obo.OBI_0666666,SubClassOf,1.0
obo.OBI_0000859,obo.OBI_0666666,SubClassOf,1.0
obo.OBI_0000862,obo.OBI_0000880,SubClassOf,1.0
obo.OBI_0000869,obo.OBI_0000880,SubClassOf,1.0
obo.OBI_0000873,obo.OBI_0001506,SubClassOf,1.0
obo.OBI_0000876,obo.OBI_0000880,SubClassOf,1.0
obo.OBI_0000880,obo.OBI_0001010,SubClassOf,1.0
obo.OBI_0000888,obo.OBI_0666666,SubClassOf,1.0
obo.OBI_0000895,obo.OBI_0000880,SubClassOf,1.0
obo.OBI_0000899,obo.OBI_0000880,SubClassOf,1.0
obo.OBI_0000902,obo.OBI_0001506,SubClassOf,1.0
obo.OBI_0000908,obo.OBI_0001143,SubClassOf,1.0
obo.OBI_0000909,obo.OBI_0100051,SubClassOf,1.0
obo.OBI_0000914,obo.OBI_0100051,SubClassOf,1.0
obo.OBI_0000915,obo.OBI_0302893,SubClassOf,1.0
obo.OBI_0000917,obo.OBI_0100051,SubClassOf,1.0
obo.OBI_0000921,obo.OBI_0001143,SubClassOf,1.0
obo.OBI_0000922,obo.OBI_0001472,SubClassOf,1.0
obo.OBI_0000924,obo.OBI_0000953,SubClassOf,1.0
obo.OBI_0000927,obo.OBI_0302893,SubClassOf,1.0
obo.OBI_0000932,obo.OBI_0000968,SubClassOf,1.0
obo.OBI_0000950,obo.OBI_0001472,SubClassOf,1.0
obo.OBI_0000953,obo.OBI_0000047,SubClassOf,1.0
obo.OBI_0000965,obo.OBI_0001472,SubClassOf,1.0
obo.OBI_0000968,obo.OBI_0000047,SubClassOf,1.0
obo.OBI_0000971,obo.OBI_0001472,SubClassOf,1.0
obo.OBI_0000977,obo.OBI_0302893,SubClassOf,1.0
obo.OBI_0000981,obo.OBI_0001472,SubClassOf,1.0
obo.OBI_0001000,obo.IAO_0000310,SubClassOf,1.0
obo.OBI_0001003,obo.OBI_0302893,SubClassOf,1.0
obo.OBI_0001010,obo.OBI_0000423,SubClassOf,1.0
obo.OBI_0001051,obo.OBI_0001010,SubClassOf,1.0
obo.OBI_0001143,obo.OBI_0000924,SubClassOf,1.0
obo.OBI_0001468,obo.OBI_0100051,SubClassOf,1.0
obo.OBI_0001472,obo.OBI_0100051,SubClassOf,1.0
obo.OBI_0001479,obo.OBI_0100051,SubClassOf,1.0
obo.OBI_0001506,obo.OBI_0100051,SubClassOf,1.0
obo.OBI_0001622,obo.IAO_0000300,SubClassOf,1.0
obo.OBI_0001909,obo.IAO_0000030,SubClassOf,1.0
obo.OBI_0001912,obo.OBI_0000047,SubClassOf,1.0
obo.OBI_0001931,obo.OBI_0001933,SubClassOf,1.0
obo.OBI_0001933,obo.IAO_0000030,SubClassOf,1.0
obo.OBI_0001936,obo.OBI_0000047,SubClassOf,1.0
obo.OBI_0002123,obo.OBI_0302887,SubClassOf,1.0
obo.OBI_0002124,obo.OBI_0302887,SubClassOf,1.0
obo.OBI_0002125,obo.OMIABIS_0000052,SubClassOf,1.0
obo.OBI_0002126,obo.OMIABIS_0000052,SubClassOf,1.0
obo.OBI_0002127,obo.OBI_0001468,SubClassOf,1.0
obo.OBI_0002500,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002501,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002502,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002503,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002504,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002505,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002506,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002507,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002508,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002509,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002510,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002511,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002512,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002513,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002514,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002515,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002516,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002517,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002518,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002519,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002520,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002521,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002522,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002523,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002524,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002525,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002526,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002527,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002528,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002529,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002530,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002531,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002532,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002533,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002534,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002535,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002536,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002537,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002538,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002539,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002540,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002541,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0002542,obo.OBI_0001479,SubClassOf,1.0
obo.OBI_0100016,obo.OBI_0000953,SubClassOf,1.0
obo.OBI_0100017,obo.OBI_0000953,SubClassOf,1.0
