id,to,type,weight
obo.OBI_0100026,obo.BFO_0000040,SubClassOf,1.0
obo.OBI_0100051,obo.BFO_0000040,SubClassOf,1.0
obo.OBI_0100060,obo.OBI_0000047,SubClassOf,1.0
obo.OBI_0100066,obo.OBI_0000047,SubClassOf,1.0
obo.OBI_0100067,obo.OBI_0100051,SubClassOf,1.0
obo.OBI_0302716,obo.OBI_0000953,SubClassOf,1.0
obo.OBI_0302884,obo.OBI_0600014,SubClassOf,1.0
obo.OBI_0302885,obo.OBI_0600014,SubClassOf,1.0
obo.OBI_0302886,obo.OBI_0600014,SubClassOf,1.0
obo.OBI_0302887,obo.OBI_0000094,SubClassOf,1.0
obo.OBI_0302893,obo.OBI_0000838,SubClassOf,1.0
obo.OBI_0400106,obo.OBI_0000832,SubClassOf,1.0
obo.OBI_0400168,obo.OBI_0000932,SubClassOf,1.0
obo.OBI_0500000,obo.IAO_0000104,SubClassOf,1.0
obo.OBI_0500026,obo.IAO_0000033,SubClassOf,1.0
obo.OBI_0500027,obo.OBI_0500026,SubClassOf,1.0
obo.OBI_0500028,obo.OBI_0500026,SubClassOf,1.0
obo.OBI_0600005,obo.OBI_0000659,SubClassOf,1.0
obo.OBI_0600014,obo.OBI_0000094,SubClassOf,1.0
obo.OBI_0600024,obo.OBI_0000838,SubClassOf,1.0
obo.OBI_0600036,obo.OBI_0000094,SubClassOf,1.0
obo.OBI_0600038,obo.OBI_0000094,SubClassOf,1.0
obo.OBI_0600044,obo.OBI_0600005,SubClassOf,1.0
obo.OBI_0600052,obo.OBI_0600014,SubClassOf,1.0
obo.OBI_0666666,obo.OBI_0666667,SubClassOf,1.0
obo.OBI_0666667,obo.OBI_0302884,SubClassOf,1.0
obo.OBI_1000049,obo.OBI_0000680,SubClassOf,1.0
obo.OBI_1110041,obo.OBI_0000953,SubClassOf,1.0
obo.OBI_1110046,obo.OBI_0600014,SubClassOf,1.0
obo.OBI_1110109,obo.BFO_0000040,SubClassOf,1.0
obo.OBI_1110116,obo.OBI_0000953,SubClassOf,1.0
obo.OGMS_0000014,obo.IAO_0000027,SubClassOf,1.0
obo.OGMS_0000018,obo.OGMS_0000014,SubClassOf,1.0
obo.OGMS_0000056,obo.OBI_0000011,SubClassOf,1.0
obo.OGMS_0000060,obo.BFO_0000015,SubClassOf,1.0
obo.OGMS_0000090,obo.OBI_0000011,SubClassOf,1.0
obo.OMIABIS_0000050,obo.OBI_0000953,SubClassOf,1.0
obo.OMIABIS_0000052,obo.OMIABIS_0000050,SubClassOf,1.0
obo.OMRSE_00000022,obo.BFO_0000040,SubClassOf,1.0
obo.OMRSE_00000023,obo.OMRSE_00000022,SubClassOf,1.0
obo.OMRSE_00000033,obo.BFO_0000040,SubClassOf,1.0
obo.PATO_0001237,obo.BFO_0000019,SubClassOf,1.0
obo.PATO_0001421,obo.PATO_0001237,SubClassOf,1.0
obo.PATO_0001422,obo.PATO_0001237,SubClassOf,1.0
obo.PATO_0001985,obo.PATO_0001237,SubClassOf,1.0
obo.REO_0000171,obo.BFO_0000023,SubClassOf,1.0
obo.REO_0000280,obo.CHEBI_23367,SubClassOf,1.0
obo.UBERON_0000007,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0000029,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0000173,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0000178,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0000310,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0000362,obo.UBERON_0000481,SubClassOf,1.0
obo.UBERON_0000463,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0000465,obo.BFO_0000040,SubClassOf,1.0
obo.UBERON_0000477,obo.BFO_0000040,SubClassOf,1.0
obo.UBERON_0000479,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0000481,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0000945,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0000947,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0000948,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0000955,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0000956,obo.UBERON_0000477,SubClassOf,1.0
obo.UBERON_0001013,obo.UBERON_0000479,SubClassOf,1.0
obo.UBERON_0001037,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0001087,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0001088,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0001089,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0001090,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0001134,obo.UBERON_0000479,SubClassOf,1.0
obo.UBERON_0001155,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0001225,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0001255,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0001264,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0001268,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0001323,obo.UBERON_0000477,SubClassOf,1.0
obo.UBERON_0001359,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0001621,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0001797,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0001836,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0001913,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0001970,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0001987,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0001988,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0002037,obo.UBERON_0000481,SubClassOf,1.0
obo.UBERON_0002046,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0002048,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0002097,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0002106,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0002367,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0002369,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0002371,obo.UBERON_0000479,SubClassOf,1.0
obo.UBERON_0002409,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0002469,obo.UBERON_0000465,SubClassOf,1.0
obo.UBERON_0004648,obo.UBERON_0000479,SubClassOf,1.0
obo.UBERON_0006911,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0007311,obo.UBERON_0000463,SubClassOf,1.0
obo.UBERON_0007610,obo.UBERON_0000465,SubClassOf,1.0
obo.UO_0000003,obo.IAO_0000003,SubClassOf,1.0
