id,to,type,weight
obo.IAO_0000572,obo.OBI_0000011,SubClassOf,1.0
obo.IAO_0000573,obo.IAO_0000038,SubClassOf,1.0
obo.IAO_0000574,obo.OBI_0000011,SubClassOf,1.0
obo.IAO_0000575,obo.OBI_0000011,SubClassOf,1.0
obo.IAO_0000577,obo.IAO_0000028,SubClassOf,1.0
obo.IAO_0000578,obo.IAO_0000030,SubClassOf,1.0
obo.IAO_0000579,obo.IAO_0000100,SubClassOf,1.0
obo.IAO_0000580,obo.OBI_0000011,SubClassOf,1.0
obo.IAO_0000582,obo.IAO_0000109,SubClassOf,1.0
obo.IAO_0000584,obo.IAO_0000100,SubClassOf,1.0
obo.IAO_0000590,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000591,obo.IAO_0000010,SubClassOf,1.0
obo.IAO_0000592,obo.IAO_0000010,SubClassOf,1.0
obo.IAO_0000593,obo.IAO_0000010,SubClassOf,1.0
obo.IAO_0000594,obo.IAO_0000010,SubClassOf,1.0
obo.IAO_0000595,obo.IAO_0000010,SubClassOf,1.0
obo.IAO_0000605,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000606,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000607,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000608,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000609,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000610,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000611,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000612,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000613,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000614,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000615,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000616,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000617,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000618,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000619,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000620,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000621,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000622,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000623,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000624,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000625,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000626,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000627,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000628,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000629,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000630,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000631,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000632,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000633,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000634,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000635,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000636,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000637,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000638,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000639,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000640,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000641,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000642,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000643,obo.IAO_0000300,SubClassOf,1.0
obo.IAO_0000644,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000645,obo.IAO_0000314,SubClassOf,1.0
obo.IAO_0000650,obo.OBI_0000011,SubClassOf,1.0
obo.OBI_0000011,obo.BFO_0000015,SubClassOf,1.0
obo.OBI_0000066,obo.OBI_0000011,SubClassOf,1.0
obo.OBI_0000471,obo.OBI_0000011,SubClassOf,1.0
obo.OBI_0500000,obo.IAO_0000104,SubClassOf,1.0
obo.PATO_0000122,obo.BFO_0000019,SubClassOf,1.0
obo.PATO_0000125,obo.BFO_0000019,SubClassOf,1.0
obo.UO_0000001,obo.IAO_0000003,SubClassOf,1.0
obo.UO_0000002,obo.IAO_0000003,SubClassOf,1.0
obo.UO_0000003,obo.IAO_0000003,SubClassOf,1.0
psdo.psdo_0000001,obo.IAO_0000030,SubClassOf,1.0
psdo.psdo_0000002,obo.IAO_0000030,SubClassOf,1.0
psdo.psdo_0000003,psdo.psdo_0000001,SubClassOf,1.0
psdo.psdo_0000006,obo.BFO_0000023,SubClassOf,1.0
psdo.psdo_0000008,obo.IAO_0000030,SubClassOf,1.0
psdo.psdo_0000018,psdo.psdo_0000006,SubClassOf,1.0
psdo.psdo_0000019,obo.BFO_0000023,SubClassOf,1.0
psdo.psdo_0000020,obo.BFO_0000019,SubClassOf,1.0
psdo.psdo_0000023,psdo.psdo_0000020,SubClassOf,1.0
psdo.psdo_0000024,psdo.psdo_0000020,SubClassOf,1.0
psdo.psdo_0000025,psdo.psdo_0000020,SubClassOf,1.0
psdo.psdo_0000026,psdo.psdo_0000020,SubClassOf,1.0
psdo.psdo_0000028,obo.BFO_0000145,SubClassOf,1.0
psdo.psdo_0000029,obo.BFO_0000145,SubClassOf,1.0
psdo.psdo_0000031,obo.IAO_0000088,SubClassOf,1.0
psdo.psdo_0000035,psdo.psdo_0000006,SubClassOf,1.0
psdo.psdo_0000036,psdo.psdo_0000006,SubClassOf,1.0
psdo.psdo_0000037,psdo.psdo_0000006,SubClassOf,1.0
psdo.psdo_0000040,obo.BFO_0000023,SubClassOf,1.0
psdo.psdo_0000041,psdo.psdo_0000040,SubClassOf,1.0
psdo.psdo_0000045,psdo.psdo_0000019,SubClassOf,1.0
psdo.psdo_0000046,psdo.psdo_0000019,SubClassOf,1.0
psdo.psdo_0000047,psdo.psdo_0000019,SubClassOf,1.0
psdo.psdo_0000054,psdo.psdo_0000061,SubClassOf,1.0
psdo.psdo_0000055,psdo.psdo_0000061,SubClassOf,1.0
psdo.psdo_0000056,psdo.psdo_0000061,SubClassOf,1.0
psdo.psdo_0000058,psdo.psdo_0000061,SubClassOf,1.0
psdo.psdo_0000059,psdo.psdo_0000061,SubClassOf,1.0
psdo.psdo_0000060,psdo.psdo_0000061,SubClassOf,1.0
psdo.psdo_0000061,obo.IAO_0000015,SubClassOf,1.0
psdo.psdo_0000062,obo.IAO_0000178,SubClassOf,1.0
psdo.psdo_0000079,obo.BFO_0000027,SubClassOf,1.0
oboInOwl.DbXref,obo.IAO_0000102,SubClassOf,1.0
oboInOwl.Definition,obo.IAO_0000102,SubClassOf,1.0
oboInOwl.Subset,obo.IAO_0000102,SubClassOf,1.0
oboInOwl.Synonym,obo.IAO_0000102,SubClassOf,1.0
oboInOwl.SynonymType,obo.IAO_0000102,SubClassOf,1.0
